lat	lon	title	description	icon
39.384697	-77.405499	Frederick, MD Supercharger	supercharger	supercharger.png
47.4196525355	8.39658558369	FSIT AG	coinmap	coinmap.png
47.418125	8.396816	Dietikon Supercharger	supercharger	supercharger.png
33.7472339741	-118.012282848	Coinme Bitcoin ATM	coinmap	coinmap.png
33.744878	-118.013011	Westminster, CA Supercharger	supercharger	supercharger.png
42.763917784	11.1153155565	PianoWeb Siti Web & SEO	coinmap	coinmap.png
42.761449	11.112722	Grosseto	supercharger	supercharger.png
39.9791014557	116.306290627	Tradosim translation company	coinmap	coinmap.png
39.97450776	116.30267578	Beijing - Hairun Mansion Supercharger	supercharger	supercharger.png
34.0942545979	-118.330398202	PARKING	coinmap	coinmap.png
34.0911848692	-118.327072263	Mobil Gas Bitcoin ATM	coinmap	coinmap.png
34.0906166	-118.3303907	MilesImprov	coinmap	coinmap.png
34.0907422	-118.3305312	Improv-LA	coinmap	coinmap.png
34.0928092	-118.3286614	Hollywood, CA	supercharger	supercharger.png
26.0113148026	-80.1454997063	Athena Bitcoin ATM - Levs Pawn Shop	coinmap	coinmap.png
26.0116040647	-80.145354867	La Vendetta Restaurant	coinmap	coinmap.png
26.0112014	-80.1494901	Hollywood, FL	supercharger	supercharger.png
21.3099119	-157.8616107	Uyetake, Uyetake & Associates, Inc.	coinmap	coinmap.png
21.307126	-157.8624746	Pacific Guardian Center Makai Tower	coinmap	coinmap.png
21.309176455	-157.859619856	Decentralize Hawaii, Inc.	coinmap	coinmap.png
21.3069444	-157.8583333	Honolulu, HI	supercharger	supercharger.png
29.7368098	-95.4576308	Oakshire Manor Garden Apartments	coinmap	coinmap.png
29.7410048	-95.4610278	Houston, TX - Uptown	supercharger	supercharger.png
35.5040288556	137.795822024		coinmap	coinmap.png
35.501515	137.796754	ida	supercharger	supercharger.png
39.7683209588	-86.1594521999	Addo	coinmap	coinmap.png
39.7699698	-86.1601934	Overhauser Law Offices	coinmap	coinmap.png
39.765443	-86.161222	Indianapolis, IN - Capitol Avenue Supercharger	supercharger	supercharger.png
34.691335998	135.187969208		coinmap	coinmap.png
34.6960421729	135.192539692	Champagne Bar SHINY HOUR	coinmap	coinmap.png
34.691472	135.192931	Kobe	supercharger	supercharger.png
34.9886709	135.7536144	Budget Inn Kyoto (Guesthouse)	coinmap	coinmap.png
34.9891424	135.7536128	Capsule Ryokan Kyoto (Guesthouse, hotel)	coinmap	coinmap.png
34.9859744369	135.755519271	Bic CAMERA JR Kyoto Station Store	coinmap	coinmap.png
34.986112	135.752512		supercharger	supercharger.png
43.0100332	-7.5571078	Taxi - Euro Galicia	coinmap	coinmap.png
43.01274	-7.55735	Lugo	supercharger	supercharger.png
-37.8176231	144.9678882	Saang Accessories	coinmap	coinmap.png
-37.8129455529	144.967979193	Hub Express	coinmap	coinmap.png
-37.8156578095	144.966310859	Bitcoin Dealers	coinmap	coinmap.png
-37.8175628	144.9673906	Helveticade Design Studio	coinmap	coinmap.png
-37.8121699987	144.965318441	Mind Games	coinmap	coinmap.png
-37.8141745565	144.965880428	Mind Games	coinmap	coinmap.png
-37.816216	144.964072	Melbourne	supercharger	supercharger.png
25.8931971	-80.1251651	Gray&Sons	coinmap	coinmap.png
25.889255	-80.1229732	Miami Beach, FL - Bal Harbour	supercharger	supercharger.png
25.7819233712	-80.1308333874	Aventura Agency	coinmap	coinmap.png
25.7805541	-80.1309841	Clevelander Hotel	coinmap	coinmap.png
25.7826123	-80.1340772	Miami Beach, FL - South Beach	supercharger	supercharger.png
43.6073926819	3.87455284595	Boulevard du Jeu de Paume	coinmap	coinmap.png
43.609255	3.87622	Montpellier	supercharger	supercharger.png
37.1130929	-76.4938388	REEDS Jewelers - Patrick Henry Mall	coinmap	coinmap.png
37.114465	-76.497198	Newport News, VA	supercharger	supercharger.png
43.9205391	-80.0957457	PairoWoodies - Web Development	coinmap	coinmap.png
43.9199788	-80.0943113	Orangeville, ON	supercharger	supercharger.png
34.6700807	135.4979141	Space Station	coinmap	coinmap.png
34.6737615612	135.496610999		coinmap	coinmap.png
34.6768556	135.4944195	One Gengo 	coinmap	coinmap.png
34.669571	135.4973047	L&L restaurant bar	coinmap	coinmap.png
34.672258	135.498497	Osaka	supercharger	supercharger.png
-31.9466955361	115.856736302	Frisk Small Bar	coinmap	coinmap.png
-31.94658	115.857137	Perth	supercharger	supercharger.png
49.1710073526	-123.136857748	Waves Coffee House	coinmap	coinmap.png
49.1709381	-123.1366781	Waves Coffee House Robocoin Kiosk	coinmap	coinmap.png
49.169479	-123.138016	Richmond, BC Supercharger	supercharger	supercharger.png
33.9839945333	-117.373530865	Mind & Mill	coinmap	coinmap.png
33.981266	-117.376165	Riverside, CA Supercharger	supercharger	supercharger.png
34.1051043	-117.8068616	Pacific Brewing Supplies	coinmap	coinmap.png
34.1066756	-117.8067257	San Dimas, CA	supercharger	supercharger.png
37.7767801	-122.4167513	Runway Incubator (Snack Bar)	coinmap	coinmap.png
37.7712968	-122.4222635	Laundry Locker Kiosk	coinmap	coinmap.png
37.776044	-122.4233144	Seasons Productions	coinmap	coinmap.png
37.7769552	-122.416637	Runway Incubator	coinmap	coinmap.png
37.7749295	-122.4194155	San Francisco, CA	supercharger	supercharger.png
42.8833039	-8.542711	Bar La Pastilla Roja	coinmap	coinmap.png
42.88053	-8.545724	Santiago de Compostela	supercharger	supercharger.png
47.6648179	-122.2958156	Counterbalance Bicycles	coinmap	coinmap.png
47.6631482	-122.2982465	Seattle, WA - University Village	supercharger	supercharger.png
34.2719775	-118.7831401	Simi Valley Insurance	coinmap	coinmap.png
34.2694474	-118.781482	Simi Valley, CA	supercharger	supercharger.png
43.6375028	-79.4186586	Nallhart Apparel	coinmap	coinmap.png
43.6373781	-79.4211567	Toronto, ON - Liberty Village	supercharger	supercharger.png
43.6683527748	-79.4124573469	Jaybird Productions	coinmap	coinmap.png
43.6698329	-79.407585	Toronto, ON - The Annex	supercharger	supercharger.png
43.7065852658	-79.3981289864	CityVaporizer	coinmap	coinmap.png
43.706431	-79.398642	Toronto, Ontario  - Yonge / Eglinton	supercharger	supercharger.png
40.7203613	-73.9958453	Marmalade Vintage	coinmap	coinmap.png
40.7217576406	-73.99713099	The Henley Vaporium	coinmap	coinmap.png
40.717522	-73.997302	New York, NY - Mott Street Supercharger	supercharger	supercharger.png
40.7752947539	-73.9552919519	The Fitness Office	coinmap	coinmap.png
40.774883	-73.955159	Upper East Side, NY	supercharger	supercharger.png
33.9880555	-118.4730131	Nidor Vapor Gallery	coinmap	coinmap.png
33.9850469	-118.4694832	Venice, CA	supercharger	supercharger.png
42.3760006	-71.239949	GX IT Team	coinmap	coinmap.png
42.3764852	-71.2356113	Waltham, MA	supercharger	supercharger.png
-41.2832706	174.7769505	Matrix Typography Ltd	coinmap	coinmap.png
-41.287445	174.775586	Wellington	supercharger	supercharger.png
37.5402260302	126.992586851	the Jell	coinmap	coinmap.png
37.5349423	126.994628	Bitcoin Center Korea	coinmap	coinmap.png
37.539341	126.997137	 -   	supercharger	supercharger.png
22.3936551555	113.971765637	Jack Visuals	coinmap	coinmap.png
22.3962243484	113.970118761	Genesis Block	coinmap	coinmap.png
22.396244	113.974016	Hong Kong - V city Supercharger	supercharger	supercharger.png
40.233719054	-77.1228915453	Bitcoin ATM	coinmap	coinmap.png
40.23345	-77.119076	Carlisle, PA Supercharger	supercharger	supercharger.png
47.44006	-70.5044387	Boutique La Lavandiere	coinmap	coinmap.png
47.435862	-70.506317	Baie-Saint-Paul, QC Supercharger	supercharger	supercharger.png
39.2498690498	-119.951648712	Incline Video	coinmap	coinmap.png
39.250792	-119.948953	Incline Village, NV Supercharger	supercharger	supercharger.png
33.6447822297	-117.919204831	Access Appliance Repair	coinmap	coinmap.png
33.6412	-117.9188	Costa Mesa, CA	supercharger	supercharger.png
40.6861953	-73.9726551	Greene Ave Market	coinmap	coinmap.png
40.6864593	-73.9750653	Mirai Wellness Spa	coinmap	coinmap.png
40.6866565	-73.9750172	Lean Crust	coinmap	coinmap.png
40.6877051	-73.9695136	Brooklyn Fleam	coinmap	coinmap.png
40.6859558	-73.973166	Kinjo	coinmap	coinmap.png
40.683715	-73.974337	Brooklyn, NY - Atlantic Avenue Supercharger	supercharger	supercharger.png
45.4924423815	-73.557742238	Guichet Bitcoin ATM @ World Gym Griffintown	coinmap	coinmap.png
45.4914	-73.5605	Griffintown, QC	supercharger	supercharger.png
-26.6511691	153.0892964	DataOne	coinmap	coinmap.png
-26.654159	153.087171	Maroochydore Supercharger	supercharger	supercharger.png
43.7394063397	7.42750346661	Riviera Photo Tours	coinmap	coinmap.png
43.738154	7.426925	Monaco	supercharger	supercharger.png
39.0211612	-94.6607936	Thai Orchid Mission	coinmap	coinmap.png
39.022885	-94.6581469	RJ's Bob-be-que Shack	coinmap	coinmap.png
39.020074	-94.661193	Mission, KS Supercharger	supercharger	supercharger.png
40.2339367	-111.659247	Station 22 Cafe	coinmap	coinmap.png
40.2341108	-111.6589118	Black Sheep Cafe	coinmap	coinmap.png
40.2338929	-111.6610053	Wallaroo Media	coinmap	coinmap.png
40.2387395	-111.6589555	Coding Campus	coinmap	coinmap.png
40.2339429	-111.6589718	Knives4Bitcoin	coinmap	coinmap.png
40.2338	-111.6585	Provo, UT	supercharger	supercharger.png
40.9073762	-74.5552585	Lord & Taylor	coinmap	coinmap.png
40.908505	-74.55736	Rockaway, NJ Supercharger	supercharger	supercharger.png
34.0586682335	-118.445298672	Jeremy Martinez, MD	coinmap	coinmap.png
34.0635	-118.4455	Westwood, CA	supercharger	supercharger.png
25.7678176987	-80.19279778	Bit Gift Shop	coinmap	coinmap.png
25.766875	-80.194524	Miami, FL - SW 8th Street Supercharger	supercharger	supercharger.png
22.2849616796	114.150599241	Garage Society QRC	coinmap	coinmap.png
22.2847333471	114.150910378	Bitcoin ATM	coinmap	coinmap.png
22.2808836	114.1554748	Joel Chan Tailor	coinmap	coinmap.png
22.2815068699	114.153479934	Craft Brew & Co	coinmap	coinmap.png
22.2817302438	114.153125882	Lotus	coinmap	coinmap.png
22.2848078034	114.153860807	Bitcoin ATM	coinmap	coinmap.png
22.2881434045	114.147133827	Tiptrans	coinmap	coinmap.png
22.2847978759	114.152879119	Hong Kong Photographer Studio Ltd	coinmap	coinmap.png
22.28364	114.15089	Hong Kong - Soho Supercharger	supercharger	supercharger.png
